from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
01-Jan-2019 - 00:00,306.82,7.56,2.35,254.32,65.15,991.12,79.04,129.47,147.11,183.8,13.37,260.89,1.71,8.98,0.65,5.18,5.0,25.74,50.51,02-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Jan-2019 - 00:00,352.56,7.3,1.89,222.76,69.65,991.26,70.49,131.37,176.28,200.86,13.72,301.72,1.15,10.32,0.65,4.9,4.94,26.33,29.67,03-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Jan-2019 - 00:00,425.98,9.58,1.28,251.2,70.28,991.28,76.22,117.65,104.11,151.03,11.79,376.95,2.07,10.38,0.87,7.05,6.61,47.56,34.51,04-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Jan-2019 - 00:00,285.16,3.76,0.49,254.8,74.18,991.39,57.67,65.32,119.17,116.63,7.36,239.99,1.35,9.01,0.68,6.99,4.74,22.97,54.32,05-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Jan-2019 - 00:00,280.41,4.61,0.12,194.61,69.22,991.25,73.83,107.3,101.67,141.54,27.23,232.45,1.25,9.9,0.99,7.54,4.17,25.05,42.33,06-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Jan-2019 - 00:00,183.54,2.0,0.58,245.22,72.95,991.36,65.57,24.28,111.08,78.89,21.21,165.39,0.71,11.27,0.89,5.1,2.62,13.77,55.82,07-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Jan-2019 - 00:00,205.79,2.33,0.96,277.34,75.01,991.41,81.81,53.1,90.38,91.36,26.65,177.29,0.9,10.22,0.77,5.16,3.0,16.98,53.27,08-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Jan-2019 - 00:00,171.67,1.38,1.72,268.69,70.84,991.29,89.13,20.57,90.7,64.97,16.4,151.86,0.67,10.59,1.06,5.44,2.99,12.2,55.33,09-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Jan-2019 - 00:00,157.57,1.8,1.02,254.31,61.98,991.03,95.45,18.34,92.8,63.96,21.59,133.9,0.74,10.97,1.47,5.84,3.93,13.66,48.72,10-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Jan-2019 - 00:00,193.76,3.08,0.23,260.92,65.64,991.14,90.37,53.72,88.07,89.67,15.1,158.67,1.23,9.45,0.81,6.4,4.32,19.15,40.24,11-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Jan-2019 - 00:00,294.95,5.61,0.7,229.51,67.75,991.2,79.69,119.5,101.26,151.28,8.66,232.76,1.54,9.21,0.51,7.15,6.07,31.03,23.82,12-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Jan-2019 - 00:00,306.58,4.32,0.78,224.32,67.49,991.19,70.75,127.71,100.31,155.05,10.06,249.36,1.38,10.36,0.59,6.69,4.96,21.19,38.86,13-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Jan-2019 - 00:00,310.91,3.84,0.15,253.88,65.22,991.11,74.91,74.62,106.34,117.83,11.87,250.53,1.08,13.27,1.03,6.29,4.24,21.78,45.77,14-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Jan-2019 - 00:00,136.2,0.43,0.06,262.87,51.44,990.72,100.1,3.93,71.01,40.76,16.17,83.52,0.37,11.13,1.92,7.05,1.79,7.56,30.11,15-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Jan-2019 - 00:00,188.84,1.84,,250.47,57.6,990.9,75.35,20.08,66.02,49.0,16.02,134.07,0.97,8.48,1.35,6.89,3.37,14.05,26.41,16-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Jan-2019 - 00:00,295.55,7.57,0.0,215.03,67.83,991.21,73.48,115.59,110.3,152.52,11.31,235.84,1.71,8.0,0.58,7.83,6.44,26.32,38.02,17-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Jan-2019 - 00:00,416.0,9.01,0.09,257.55,66.35,991.15,77.96,99.24,82.24,124.65,6.41,348.98,2.4,9.88,0.69,7.44,8.53,38.42,36.84,18-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Jan-2019 - 00:00,302.11,5.19,0.28,253.41,67.7,991.2,90.44,49.45,75.2,80.3,6.64,238.33,1.95,9.12,0.8,7.18,6.68,30.99,33.54,19-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Jan-2019 - 00:00,313.41,8.99,0.15,246.77,62.65,991.05,91.88,90.1,73.98,112.76,7.17,241.46,2.09,11.18,0.68,8.56,8.14,44.14,34.11,20-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Jan-2019 - 00:00,332.33,14.0,0.07,241.03,61.23,991.01,84.93,165.92,113.07,195.41,43.56,266.53,1.88,14.24,0.61,7.72,9.03,54.86,36.36,21-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Jan-2019 - 00:00,201.05,4.14,0.01,172.98,71.7,991.32,43.85,56.35,72.52,84.5,6.42,141.48,0.79,13.34,1.77,7.08,4.17,17.52,35.61,22-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Jan-2019 - 00:00,84.99,0.56,0.21,167.33,82.67,991.64,58.45,11.41,62.29,42.42,6.99,55.58,0.9,11.87,1.29,6.28,1.76,7.77,34.66,23-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Jan-2019 - 00:00,205.74,2.69,0.45,258.22,80.76,991.59,94.71,65.03,52.29,80.83,6.25,155.11,1.74,10.41,0.66,8.37,6.55,31.59,38.07,24-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Jan-2019 - 00:00,167.64,1.5,0.55,246.25,73.89,991.38,72.44,26.75,55.22,51.17,15.05,110.74,1.06,11.98,1.09,7.9,3.52,19.69,32.09,25-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Jan-2019 - 00:00,125.69,0.37,0.61,273.61,69.99,991.26,97.25,8.15,58.32,37.66,14.14,74.66,0.95,11.25,1.29,7.42,1.67,11.43,29.11,26-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Jan-2019 - 00:00,139.46,0.09,0.85,283.69,57.83,990.91,110.37,3.64,55.57,32.51,13.5,90.18,0.84,10.32,1.47,7.29,1.72,8.12,26.69,27-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Jan-2019 - 00:00,164.59,0.14,0.63,271.57,61.45,991.01,89.69,3.86,55.15,32.47,16.18,114.41,0.98,8.43,1.29,7.28,1.76,5.15,27.26,28-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Jan-2019 - 00:00,158.36,0.95,0.02,259.91,54.35,990.8,110.35,4.22,58.11,34.34,22.2,103.03,0.99,9.42,1.46,6.88,2.33,8.04,24.85,29-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Jan-2019 - 00:00,178.71,1.53,,259.27,56.41,990.87,109.91,18.73,63.45,49.01,29.28,122.83,1.23,9.51,1.22,8.1,4.44,14.65,27.41,30-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Jan-2019 - 00:00,252.1,3.17,,259.75,61.71,991.02,97.75,73.15,69.31,95.23,19.81,184.98,2.11,9.42,0.79,7.3,6.65,26.87,35.2,31-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Jan-2019 - 00:00,248.76,1.76,,163.24,63.0,991.05,77.1,93.51,79.08,118.2,1.78,182.47,1.07,11.61,1.29,6.26,3.04,15.24,35.8,01-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Feb-2019 - 00:00,218.81,0.55,,212.14,67.14,991.18,86.67,15.05,68.38,48.63,4.81,168.56,0.98,12.66,1.39,6.24,3.07,10.46,38.05,02-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Feb-2019 - 00:00,236.98,0.73,,252.58,80.63,991.58,73.54,4.28,49.64,29.9,4.61,185.86,1.21,9.34,1.24,6.62,3.72,14.27,39.99,03-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Feb-2019 - 00:00,187.65,0.7,,255.21,80.61,991.58,87.69,6.51,49.9,31.58,3.91,132.1,1.09,10.06,0.93,7.94,2.63,11.29,44.19,04-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Feb-2019 - 00:00,205.89,2.55,0.06,245.5,72.93,991.36,105.81,63.97,58.59,81.79,7.64,131.89,1.32,10.73,0.68,7.1,4.5,19.11,34.59,05-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Feb-2019 - 00:00,354.45,9.49,0.62,207.04,69.77,991.26,92.99,179.73,75.56,193.84,16.94,232.94,2.02,12.94,0.74,13.47,8.43,44.75,35.9,06-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Feb-2019 - 00:00,278.16,2.72,0.03,161.65,75.09,991.42,89.11,46.65,58.51,69.17,7.96,184.19,1.05,15.29,1.49,7.93,3.54,14.39,40.31,07-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Feb-2019 - 00:00,131.73,0.15,0.06,150.52,81.81,991.61,21.93,4.36,37.0,23.22,11.07,61.58,0.8,13.33,2.35,6.59,0.86,2.93,30.37,08-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Feb-2019 - 00:00,155.61,0.65,0.2,258.44,68.24,991.21,113.14,19.07,38.1,35.8,13.25,64.79,0.95,10.96,1.31,7.41,2.53,12.26,22.04,09-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Feb-2019 - 00:00,161.78,0.64,0.43,262.0,63.32,991.07,116.56,8.76,35.12,25.83,13.47,71.82,0.91,10.81,1.69,8.39,2.67,9.24,21.55,10-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Feb-2019 - 00:00,228.75,0.95,0.4,251.69,67.38,991.19,97.04,26.11,44.53,44.96,8.61,128.41,1.15,10.52,0.85,9.25,3.15,13.15,24.98,11-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Feb-2019 - 00:00,286.52,3.13,0.24,251.03,68.26,991.21,96.31,67.82,54.9,84.49,9.15,169.96,1.48,11.06,0.64,10.73,5.04,28.18,27.08,12-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Feb-2019 - 00:00,350.78,6.22,0.18,240.67,70.17,991.27,86.61,79.96,70.67,102.78,8.45,215.61,1.72,13.27,0.64,10.05,7.15,50.81,30.68,13-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Feb-2019 - 00:00,277.07,1.89,0.0,213.09,66.9,991.18,93.29,55.46,70.03,82.46,14.17,170.94,1.4,14.65,0.63,8.76,4.23,16.41,28.69,14-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Feb-2019 - 00:00,237.54,1.23,0.26,153.73,75.15,991.42,54.22,28.99,60.4,55.76,5.41,154.41,1.11,14.28,1.72,8.14,2.56,10.05,31.23,15-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Feb-2019 - 00:00,233.56,0.98,0.29,233.02,73.65,991.37,76.99,10.72,49.87,35.25,6.78,150.52,0.99,13.96,1.41,8.5,2.76,9.94,31.46,16-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Feb-2019 - 00:00,194.05,0.42,0.03,264.02,78.84,991.53,59.12,4.01,35.59,22.2,6.89,117.4,1.01,12.46,1.46,7.51,2.12,8.68,26.97,17-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Feb-2019 - 00:00,179.61,0.76,0.35,261.35,72.79,991.35,112.45,2.89,35.05,21.0,9.58,100.74,0.99,12.79,1.11,8.12,2.0,8.6,25.23,18-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Feb-2019 - 00:00,205.16,1.16,,174.24,63.41,991.08,94.96,5.36,57.07,34.35,7.08,103.36,1.04,15.2,1.39,8.67,1.93,10.1,21.72,19-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Feb-2019 - 00:00,252.98,1.98,0.24,235.49,73.98,991.39,94.08,36.89,48.31,55.12,10.09,136.17,1.53,14.84,0.6,7.68,3.46,15.43,29.74,20-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Feb-2019 - 00:00,199.4,1.88,0.64,179.92,76.52,991.46,38.58,36.93,48.58,55.95,13.5,96.73,0.91,15.16,0.85,9.4,3.15,17.29,27.86,21-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Feb-2019 - 00:00,177.12,1.32,0.66,198.64,66.21,991.16,110.17,43.36,43.18,58.32,7.85,66.78,1.2,17.68,1.13,8.19,1.95,11.14,25.37,22-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Feb-2019 - 00:00,154.06,0.74,,271.41,65.86,991.15,113.09,9.84,30.1,24.02,8.58,72.34,0.78,16.57,2.4,6.56,1.54,6.34,25.18,23-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Feb-2019 - 00:00,127.96,0.13,,271.37,54.61,990.81,127.26,1.34,31.92,17.86,12.88,52.02,0.84,14.23,2.4,8.09,1.19,4.28,18.33,24-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Feb-2019 - 00:00,160.6,0.46,,259.34,55.64,990.84,123.57,3.61,46.5,27.42,13.94,103.0,0.94,14.3,1.1,9.03,1.31,7.15,22.49,25-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Feb-2019 - 00:00,159.21,0.28,,206.54,62.28,991.05,93.12,8.96,69.47,43.55,9.93,56.7,0.98,13.63,0.89,9.09,1.18,5.59,19.34,26-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Feb-2019 - 00:00,132.08,0.2,0.93,190.02,66.28,991.16,85.08,16.76,57.98,44.49,8.64,56.58,1.0,12.32,1.1,8.71,1.07,5.51,21.44,27-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Feb-2019 - 00:00,113.0,0.08,0.25,255.61,74.25,991.39,45.24,,24.6,11.5,9.64,48.55,0.85,9.5,0.97,8.89,0.83,4.94,21.5,28-Feb-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Feb-2019 - 00:00,176.15,0.12,0.31,265.06,64.34,991.1,125.11,20.84,48.03,39.66,9.59,91.93,1.04,11.07,1.31,8.25,1.36,6.83,16.7,01-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Mar-2019 - 00:00,175.96,0.0,0.37,267.48,59.36,990.95,129.43,25.43,44.9,44.14,9.88,88.33,1.0,12.62,1.12,8.62,1.3,3.3,16.96,02-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Mar-2019 - 00:00,172.56,0.0,0.44,206.11,74.94,991.42,35.26,43.22,64.34,69.46,5.29,90.67,1.11,12.08,0.47,9.26,1.3,3.3,19.1,03-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Mar-2019 - 00:00,117.41,0.24,0.96,176.37,77.66,991.49,107.18,19.76,42.36,38.63,7.91,62.12,1.03,13.71,0.94,7.14,1.42,4.1,19.03,04-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Mar-2019 - 00:00,185.08,0.76,0.53,263.28,73.96,991.38,120.22,46.0,32.44,53.92,34.49,103.45,0.94,15.57,1.4,6.88,2.47,9.62,21.15,05-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Mar-2019 - 00:00,136.86,0.19,0.47,269.15,65.39,991.13,124.7,6.98,34.93,23.97,31.82,66.08,0.94,14.92,1.42,6.84,1.91,5.32,17.55,06-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Mar-2019 - 00:00,159.33,0.66,,252.2,61.38,991.01,130.88,20.3,38.51,36.67,11.41,76.68,1.03,14.53,1.21,8.25,1.83,10.07,16.13,07-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Mar-2019 - 00:00,192.85,1.3,0.24,257.15,59.85,990.96,131.21,39.1,42.36,54.39,9.96,96.1,1.04,15.28,0.91,7.8,3.12,18.73,16.19,08-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Mar-2019 - 00:00,180.88,0.45,0.0,258.43,57.93,990.91,120.1,17.88,46.23,39.15,,83.8,0.97,16.62,1.15,9.22,2.24,9.78,15.54,09-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Mar-2019 - 00:00,164.23,0.17,,276.59,51.75,990.73,128.03,10.16,43.57,31.24,8.94,66.77,0.89,17.85,1.91,9.41,1.88,8.34,16.02,10-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Mar-2019 - 00:00,157.0,0.23,0.0,268.44,49.49,990.66,139.49,10.07,41.55,30.27,16.44,67.51,0.94,17.11,1.12,9.22,1.26,5.05,15.44,11-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Mar-2019 - 00:00,212.94,0.47,0.0,190.04,53.42,990.78,112.85,18.55,59.37,46.68,16.72,73.26,0.87,18.51,1.64,9.89,1.68,7.2,17.09,12-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Mar-2019 - 00:00,142.62,0.11,0.0,271.98,50.61,990.69,119.2,2.93,41.29,24.34,22.92,43.91,0.79,19.07,1.71,8.67,1.26,6.15,17.59,13-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Mar-2019 - 00:00,240.58,0.96,0.0,252.42,52.83,990.76,76.49,18.4,68.29,51.3,19.87,81.11,1.01,17.0,0.85,12.68,3.37,13.15,22.69,14-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Mar-2019 - 00:00,223.81,2.85,0.0,259.02,65.73,991.14,91.83,40.05,56.44,62.64,20.15,107.5,1.14,14.49,1.56,8.82,6.0,21.36,25.97,15-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Mar-2019 - 00:00,159.95,0.36,0.0,273.03,60.63,990.99,132.31,2.92,35.71,20.83,23.07,71.47,0.81,16.35,1.56,9.16,2.48,13.48,20.19,16-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Mar-2019 - 00:00,149.97,0.13,,269.25,51.19,990.71,134.57,5.09,41.97,26.47,18.32,64.4,0.74,17.86,1.62,8.33,1.55,8.14,18.63,17-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Mar-2019 - 00:00,189.51,0.44,,266.25,51.74,990.73,127.23,17.66,47.4,39.62,18.81,86.74,1.0,18.36,1.11,9.89,2.11,13.5,19.96,18-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Mar-2019 - 00:00,195.64,0.46,,268.1,54.49,990.81,134.33,17.88,46.81,39.46,18.08,85.4,0.95,18.09,1.06,9.41,2.08,14.28,21.58,19-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Mar-2019 - 00:00,217.04,1.3,,257.52,51.83,990.73,130.46,1.85,47.03,26.55,17.81,87.41,1.29,19.69,1.02,9.35,2.93,18.49,24.32,20-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Mar-2019 - 00:00,227.19,1.39,,209.83,47.91,990.61,121.42,,,,17.79,75.9,1.09,22.53,1.1,8.77,3.08,14.67,,21-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Mar-2019 - 00:00,206.06,0.27,,254.31,46.61,990.57,127.26,,,,21.34,106.66,0.83,22.65,1.33,10.45,3.37,6.53,,22-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Mar-2019 - 00:00,138.79,0.03,,273.09,36.33,990.27,135.9,0.76,43.05,23.18,24.39,30.99,0.7,22.09,2.4,11.02,0.82,3.05,15.81,23-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Mar-2019 - 00:00,147.19,0.04,0.0,264.44,39.3,990.36,136.51,0.84,33.27,18.25,27.47,43.03,0.76,22.14,2.62,8.3,0.99,2.99,20.93,24-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Mar-2019 - 00:00,152.52,0.04,0.0,270.81,42.57,990.45,133.12,2.04,40.53,23.09,21.34,48.93,0.77,22.76,1.99,10.34,0.87,5.65,21.69,25-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Mar-2019 - 00:00,159.62,0.06,0.0,263.98,51.79,990.73,122.01,2.5,42.43,24.44,20.02,57.2,0.78,21.3,2.04,10.29,0.98,4.54,23.62,26-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Mar-2019 - 00:00,171.71,0.41,0.0,267.07,48.94,990.64,134.92,3.92,46.27,27.44,21.83,61.86,0.9,21.33,1.79,9.41,1.95,7.97,23.34,27-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Mar-2019 - 00:00,178.96,0.57,0.0,258.52,46.14,990.56,130.06,9.81,53.44,35.88,22.69,56.28,0.95,21.91,1.43,8.78,2.09,8.11,22.96,28-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Mar-2019 - 00:00,242.04,2.21,0.0,251.76,48.06,990.62,129.37,50.33,64.0,70.3,23.76,86.24,1.37,23.83,0.95,10.44,4.26,26.75,23.36,29-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Mar-2019 - 00:00,219.77,2.22,0.0,257.58,50.69,990.69,130.65,29.13,63.31,55.81,21.13,79.7,1.16,25.92,1.03,8.01,4.37,25.24,25.04,30-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Mar-2019 - 00:00,223.69,0.83,0.01,227.79,48.79,990.64,125.54,17.85,58.65,45.39,21.77,80.79,1.09,27.7,1.0,9.45,3.99,13.07,25.29,31-Mar-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Mar-2019 - 00:00,193.62,0.09,0.0,267.57,36.69,990.28,131.6,4.45,40.24,25.02,23.12,46.9,0.62,26.75,2.39,10.66,1.36,5.5,20.4,01-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Apr-2019 - 00:00,185.29,0.12,0.0,256.56,33.97,990.2,134.49,4.69,43.75,26.78,24.96,53.8,0.86,25.6,2.29,10.71,1.16,5.42,19.04,02-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Apr-2019 - 00:00,190.96,0.76,0.0,250.29,37.95,990.32,131.78,12.83,61.54,43.19,24.01,70.59,1.09,24.56,1.04,10.58,3.28,16.83,19.46,03-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Apr-2019 - 00:00,187.75,1.05,0.0,248.92,37.47,990.31,133.52,19.3,58.34,45.91,23.83,70.54,1.25,25.59,1.18,9.55,3.04,15.19,21.2,04-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Apr-2019 - 00:00,235.02,2.1,0.01,236.73,41.31,990.42,128.49,34.67,71.91,65.83,26.2,96.27,1.33,27.13,0.95,10.47,5.38,23.26,24.15,05-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Apr-2019 - 00:00,252.28,1.9,0.01,231.4,40.52,990.39,125.85,35.53,69.59,65.97,28.38,104.99,1.37,28.38,1.03,13.36,5.26,20.13,27.08,06-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Apr-2019 - 00:00,296.53,1.34,0.0,236.8,36.06,990.26,123.39,26.21,55.27,50.76,22.22,82.39,1.13,29.53,1.09,10.98,3.9,17.9,24.26,07-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Apr-2019 - 00:00,348.61,1.63,0.01,165.17,52.06,990.74,118.52,34.2,50.76,54.19,21.92,140.69,1.01,28.1,1.5,9.64,4.6,15.98,28.93,08-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Apr-2019 - 00:00,276.29,0.23,0.02,184.8,48.31,990.62,128.95,14.91,50.0,38.75,19.97,57.51,0.86,26.32,1.12,9.95,1.52,5.7,24.19,09-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Apr-2019 - 00:00,209.34,1.06,0.01,221.75,44.42,990.51,131.11,22.12,56.12,47.87,25.88,64.29,1.23,27.0,0.91,8.71,3.31,13.51,35.55,10-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Apr-2019 - 00:00,235.69,2.38,0.0,252.97,38.0,990.32,131.21,22.14,52.51,45.98,22.95,85.39,0.93,29.62,1.34,9.25,6.17,21.34,27.78,11-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Apr-2019 - 00:00,223.58,0.88,0.0,259.38,31.73,990.14,131.19,9.57,50.08,34.44,21.24,55.88,0.95,30.85,1.25,11.19,2.12,13.69,29.36,12-Apr-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
