from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,RH,BP,WS,WD,to date,station
01-Nov-2019 - 00:00,405.2,696.4,135.58,61.09,121.78,89.27,15.65,3.11,32.8,9.26,148.39,28.34,58.1,740.83,1.53,144.83,02-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Nov-2019 - 00:00,306.46,503.31,95.99,26.96,73.06,81.98,10.72,1.86,34.56,7.1,144.15,27.89,61.31,740.84,1.98,134.55,03-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Nov-2019 - 00:00,494.59,540.12,89.54,20.92,64.73,89.81,9.44,2.36,29.09,7.55,136.96,26.53,67.28,740.82,2.51,111.65,04-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Nov-2019 - 00:00,285.6,421.35,82.09,13.6,54.81,64.21,8.38,1.93,39.47,5.63,134.63,27.31,59.23,741.02,2.74,109.81,05-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Nov-2019 - 00:00,219.03,359.09,70.78,11.24,46.88,52.4,8.18,0.97,50.32,4.61,132.68,27.19,52.4,740.39,3.28,99.25,06-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Nov-2019 - 00:00,115.26,245.04,74.32,46.45,77.37,47.06,9.34,0.85,39.91,4.74,126.32,26.61,51.8,740.33,1.83,106.22,07-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Nov-2019 - 00:00,198.59,334.01,68.0,27.76,58.84,63.42,8.43,1.08,25.21,4.67,127.81,24.24,65.51,740.25,2.09,211.12,08-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Nov-2019 - 00:00,186.36,336.34,80.2,44.67,79.05,61.94,12.45,1.5,41.1,5.15,129.3,25.88,60.55,740.78,1.61,184.7,09-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Nov-2019 - 00:00,119.36,235.73,63.35,10.52,42.35,44.52,13.82,1.14,48.86,3.68,125.1,26.68,50.24,740.85,2.66,138.27,10-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Nov-2019 - 00:00,223.83,361.74,72.45,6.22,43.69,43.14,13.61,1.54,58.5,4.18,123.97,25.93,40.8,740.67,2.45,142.62,11-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Nov-2019 - 00:00,312.26,472.7,84.42,13.02,55.59,52.46,20.6,1.77,77.88,5.06,126.97,25.25,39.9,740.38,1.82,133.75,12-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Nov-2019 - 00:00,408.66,601.21,106.6,18.86,72.11,60.88,19.01,2.11,57.18,5.94,119.3,24.51,45.26,740.47,2.09,137.02,13-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Nov-2019 - 00:00,397.52,635.44,136.68,54.79,117.34,69.17,15.14,2.27,37.81,6.82,121.73,24.6,53.16,740.8,1.41,158.14,14-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Nov-2019 - 00:00,354.1,589.25,133.51,46.97,109.26,79.86,14.89,2.5,28.15,7.61,122.86,24.26,63.29,740.67,1.28,186.58,15-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Nov-2019 - 00:00,294.1,484.08,109.88,40.79,91.69,74.02,12.61,2.77,40.19,7.1,113.59,25.36,61.21,740.92,2.44,135.8,16-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Nov-2019 - 00:00,121.68,280.93,51.6,7.14,33.33,47.85,13.4,0.95,42.18,4.08,98.93,26.21,53.59,740.94,3.75,142.65,17-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Nov-2019 - 00:00,77.9,199.45,43.53,4.34,26.77,33.69,10.32,0.88,41.75,2.2,89.62,25.57,49.86,740.83,4.02,127.22,18-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Nov-2019 - 00:00,108.51,203.86,61.29,12.89,43.17,41.24,6.54,1.15,41.81,2.91,95.37,23.88,58.96,740.39,3.14,101.72,19-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Nov-2019 - 00:00,165.07,297.74,97.91,23.47,71.24,47.66,9.73,1.3,44.98,6.66,102.83,23.91,55.92,740.34,2.34,97.01,20-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Nov-2019 - 00:00,215.46,398.3,140.61,82.23,141.69,56.5,10.82,2.24,38.11,7.01,109.67,23.77,53.19,740.59,1.34,158.49,21-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Nov-2019 - 00:00,281.61,502.81,136.43,60.64,121.9,58.16,23.08,2.21,41.08,7.27,102.17,23.96,49.03,740.82,1.5,190.3,22-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Nov-2019 - 00:00,230.88,401.52,136.97,45.6,109.99,60.65,14.98,2.48,48.95,5.77,103.98,24.31,51.85,740.86,1.48,143.34,23-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Nov-2019 - 00:00,130.58,266.92,88.9,16.88,61.1,50.36,10.89,1.34,22.99,4.61,91.75,24.27,55.47,740.72,2.99,109.8,24-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Nov-2019 - 00:00,95.05,222.03,70.13,9.03,44.73,44.06,10.84,0.97,38.67,3.67,90.85,25.02,54.44,740.68,2.88,120.93,25-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Nov-2019 - 00:00,119.03,264.41,87.97,28.21,69.81,44.75,16.45,1.22,29.83,3.52,88.16,24.8,50.93,740.85,1.94,182.17,26-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Nov-2019 - 00:00,114.93,257.54,68.35,25.77,57.31,42.36,21.36,1.08,33.23,4.22,92.22,25.3,51.01,740.89,2.37,200.44,27-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Nov-2019 - 00:00,71.94,170.25,51.51,14.64,39.36,40.02,13.25,1.18,35.85,2.44,87.21,23.41,63.05,740.5,2.79,225.92,28-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Nov-2019 - 00:00,31.15,90.65,34.76,9.64,26.41,40.24,6.6,0.64,24.96,1.43,84.37,20.35,77.96,740.25,4.08,229.76,29-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Nov-2019 - 00:00,66.8,136.48,61.31,21.55,50.21,59.08,9.23,1.09,22.71,2.49,82.63,20.95,75.97,740.49,2.14,181.7,30-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Nov-2019 - 00:00,104.35,183.84,67.33,8.96,43.16,49.21,8.5,0.94,31.79,3.6,89.26,21.46,72.71,740.36,2.38,130.28,01-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Dec-2019 - 00:00,133.25,221.04,83.16,10.19,52.57,44.57,6.23,0.99,33.14,4.05,89.45,20.56,63.01,740.33,2.34,116.55,02-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Dec-2019 - 00:00,150.22,269.6,108.88,19.01,73.43,46.51,5.98,1.37,35.49,4.17,87.64,20.03,58.0,740.32,2.33,112.18,03-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Dec-2019 - 00:00,145.0,264.94,119.49,27.04,85.6,48.17,6.48,1.61,27.65,4.36,86.28,20.26,51.46,740.32,2.54,106.17,04-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Dec-2019 - 00:00,177.4,333.23,164.75,52.2,130.11,52.5,9.93,1.89,22.62,4.86,84.44,20.14,51.03,740.4,1.94,156.46,05-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Dec-2019 - 00:00,314.68,496.47,167.52,49.81,129.65,64.06,17.57,2.26,20.77,6.1,93.73,19.67,60.7,740.73,1.29,178.45,06-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Dec-2019 - 00:00,232.45,366.98,113.34,30.14,84.81,72.19,11.81,1.72,19.35,4.9,75.05,20.56,69.88,740.72,1.46,159.95,07-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Dec-2019 - 00:00,238.42,378.46,131.41,44.61,106.22,71.52,12.32,1.73,18.03,5.22,80.28,21.1,65.89,740.62,1.22,185.45,08-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Dec-2019 - 00:00,254.7,400.92,153.5,57.49,128.42,70.88,8.99,2.49,19.48,6.56,82.66,20.9,62.41,740.47,1.18,152.5,09-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Dec-2019 - 00:00,221.7,375.14,162.12,51.54,128.15,62.85,9.05,2.05,26.33,5.08,75.51,20.3,58.0,740.38,1.38,154.71,10-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Dec-2019 - 00:00,299.31,480.2,162.09,45.92,123.6,71.27,14.16,2.42,20.67,7.17,85.22,19.92,59.27,740.28,1.56,140.4,11-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Dec-2019 - 00:00,328.61,529.47,164.94,59.71,136.28,71.59,8.42,2.35,21.85,6.13,80.99,19.38,63.99,739.94,1.14,214.79,12-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Dec-2019 - 00:00,264.28,409.52,81.45,12.67,53.62,71.73,7.05,1.62,20.61,4.18,68.17,19.14,72.06,740.01,3.43,258.32,13-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Dec-2019 - 00:00,78.52,107.44,42.18,7.04,28.22,78.0,5.62,1.47,11.33,2.14,65.12,18.14,89.23,739.77,3.24,237.68,14-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Dec-2019 - 00:00,73.79,130.09,60.63,16.2,45.43,52.81,6.77,1.45,12.96,2.26,68.03,17.78,79.86,740.34,1.8,206.4,15-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Dec-2019 - 00:00,108.14,173.24,62.71,10.66,42.08,49.57,5.19,0.85,14.47,3.08,71.68,17.8,78.02,740.31,2.61,125.9,16-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Dec-2019 - 00:00,107.83,166.49,48.35,6.63,31.16,49.57,4.35,1.35,7.25,2.54,62.59,14.72,86.91,740.0,3.47,123.13,17-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Dec-2019 - 00:00,116.46,195.54,52.74,11.3,37.34,59.09,5.93,1.38,9.43,2.38,58.68,14.16,81.99,740.0,2.8,138.08,18-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Dec-2019 - 00:00,172.38,282.67,75.91,10.21,48.81,61.48,4.32,1.46,15.79,3.18,63.88,14.7,77.85,740.25,2.29,153.88,19-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Dec-2019 - 00:00,214.21,315.78,48.77,11.63,35.7,66.28,6.46,,4.44,4.16,60.06,11.53,94.4,739.48,1.55,182.54,20-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Dec-2019 - 00:00,395.54,583.5,169.14,50.37,131.02,118.57,7.38,3.2,19.9,7.09,76.71,14.04,84.47,739.58,1.12,185.28,21-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Dec-2019 - 00:00,339.57,531.65,126.56,36.37,96.95,131.4,5.77,2.45,13.67,6.8,78.76,16.11,86.06,739.99,1.91,139.71,22-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Dec-2019 - 00:00,172.55,274.71,65.9,8.13,41.72,99.97,4.94,1.47,15.14,3.56,65.27,14.27,88.16,740.1,3.21,146.76,23-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Dec-2019 - 00:00,213.34,348.48,94.1,22.08,68.06,88.4,7.21,1.76,14.05,3.7,65.45,13.11,85.35,739.55,2.32,169.94,24-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Dec-2019 - 00:00,291.44,459.94,96.62,20.91,68.44,89.88,7.69,1.74,16.47,4.13,64.29,13.45,82.83,740.08,1.71,188.91,25-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Dec-2019 - 00:00,203.24,345.57,75.69,16.31,53.58,77.83,4.8,1.14,11.5,4.08,64.25,11.96,85.26,739.51,3.04,144.52,26-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Dec-2019 - 00:00,225.83,385.3,79.08,17.95,56.71,86.6,3.84,1.23,13.02,3.17,59.94,11.33,82.75,739.31,2.05,173.36,27-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Dec-2019 - 00:00,261.44,464.76,100.82,34.44,81.68,85.3,5.91,1.55,12.64,3.84,53.74,11.14,80.47,739.39,1.51,203.97,28-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Dec-2019 - 00:00,328.84,563.4,118.59,46.87,101.25,94.96,8.24,1.84,6.14,5.26,60.56,10.42,87.18,739.41,1.69,185.84,29-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Dec-2019 - 00:00,334.95,532.27,93.35,23.99,69.21,93.02,6.08,1.53,16.84,4.42,52.29,11.63,81.02,739.72,1.54,203.0,30-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Dec-2019 - 00:00,256.78,378.41,78.63,26.17,63.15,80.32,3.96,2.01,3.94,5.41,51.93,8.63,96.04,739.19,1.75,244.56,31-Dec-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-Dec-2019 - 00:00,171.0,251.0,44.95,6.3,29.0,71.55,5.15,1.43,6.12,3.45,41.2,8.4,92.0,739.0,2.6,300.0,01-Jan-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
