from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
02-Nov-2019 - 00:00,15.19,73.86,27.13,49.73,22.6,29.65,11.58,0.28,10.98,2.57,26.38,13.85,26.65,77.89,,363.86,1.64,143.94,03-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
03-Nov-2019 - 00:00,26.46,111.97,26.47,66.82,40.56,24.05,13.02,0.49,11.41,3.08,49.24,22.23,27.59,74.92,,365.45,1.26,169.39,04-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
04-Nov-2019 - 00:00,33.96,94.82,29.99,42.49,12.51,14.69,11.52,0.39,25.5,2.56,33.8,16.26,27.45,80.51,,320.14,1.41,178.48,05-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
05-Nov-2019 - 00:00,44.86,125.63,38.89,47.99,9.33,23.13,10.94,0.43,36.0,2.59,36.31,20.78,28.34,75.3,,321.44,1.25,194.54,06-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
06-Nov-2019 - 00:00,61.38,188.23,54.04,87.59,33.56,21.25,11.61,0.67,22.31,3.5,56.24,32.68,27.56,76.36,,356.64,1.21,211.27,07-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
07-Nov-2019 - 00:00,18.38,75.78,27.16,37.52,10.36,17.71,11.58,0.15,11.28,3.61,18.52,6.93,26.87,79.28,,302.6,1.77,176.86,08-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
08-Nov-2019 - 00:00,23.78,116.01,38.24,70.42,32.19,12.42,12.32,0.4,10.9,2.66,29.99,10.82,25.37,86.3,,191.99,1.37,231.79,09-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
09-Nov-2019 - 00:00,36.87,135.41,49.41,72.02,22.61,15.66,12.32,0.36,13.68,4.25,28.97,10.8,26.04,82.31,,267.39,1.26,194.56,10-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
10-Nov-2019 - 00:00,71.66,165.62,51.53,75.32,23.79,11.92,13.48,0.83,22.78,4.22,65.74,30.2,26.92,81.61,,350.19,1.32,167.96,11-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
11-Nov-2019 - 00:00,64.55,146.91,56.19,64.96,8.77,9.97,21.53,0.61,41.16,3.31,41.34,21.76,27.52,74.93,,347.27,1.46,174.64,12-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
12-Nov-2019 - 00:00,77.07,179.72,64.9,74.66,9.76,12.92,38.31,0.74,41.89,3.84,48.36,28.06,27.71,71.71,,297.73,1.46,161.03,13-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
13-Nov-2019 - 00:00,74.46,165.78,67.53,92.28,24.76,23.2,7.29,0.81,48.08,4.35,56.68,28.84,28.04,68.5,,284.33,1.44,161.52,14-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
14-Nov-2019 - 00:00,67.89,159.76,57.38,69.46,12.08,16.23,16.97,0.57,46.59,3.11,35.62,20.66,27.36,59.53,,323.93,1.8,145.49,15-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
15-Nov-2019 - 00:00,73.15,161.55,67.54,93.97,26.45,19.69,3.31,0.58,44.1,3.57,35.8,20.46,27.31,66.71,,245.87,1.49,174.34,16-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
16-Nov-2019 - 00:00,82.33,180.37,58.34,78.77,20.43,23.25,38.92,0.72,51.71,4.03,48.37,29.26,28.15,69.81,,291.38,1.4,159.58,17-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
17-Nov-2019 - 00:00,71.35,139.25,41.53,57.06,15.54,20.5,90.66,0.57,54.68,3.16,35.88,16.07,28.8,64.92,,264.14,1.81,110.3,18-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
18-Nov-2019 - 00:00,74.65,154.81,51.03,62.06,11.03,18.7,165.54,0.56,72.12,3.12,32.97,17.71,28.3,57.79,,325.47,1.85,140.88,19-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
19-Nov-2019 - 00:00,100.49,225.25,70.62,98.34,27.72,21.64,,0.89,53.72,9.54,51.1,28.81,27.4,62.43,,307.62,1.6,146.65,20-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
20-Nov-2019 - 00:00,100.76,256.12,66.31,107.54,41.22,28.07,1.36,0.96,40.95,11.95,39.67,21.4,27.08,67.98,,288.31,1.29,186.8,21-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
21-Nov-2019 - 00:00,97.79,221.93,68.91,86.95,18.04,27.17,,0.8,47.79,6.82,25.45,12.83,27.74,65.56,,287.98,1.41,158.25,22-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
22-Nov-2019 - 00:00,94.44,230.11,79.88,100.88,21.0,27.48,,0.71,46.65,10.19,38.21,16.73,27.88,64.85,,288.06,1.4,167.75,23-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
23-Nov-2019 - 00:00,92.85,220.58,71.84,100.95,29.1,26.47,,0.74,41.05,10.34,46.76,24.94,27.67,66.36,,295.01,1.59,164.25,24-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
24-Nov-2019 - 00:00,89.69,205.91,76.3,99.72,23.41,23.89,,0.66,57.64,10.1,39.69,17.9,27.36,65.96,,304.82,1.59,163.06,25-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
25-Nov-2019 - 00:00,98.28,223.93,78.65,97.4,18.75,26.28,,0.75,52.31,10.74,41.59,19.36,27.07,66.69,,297.15,1.29,165.58,26-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
26-Nov-2019 - 00:00,91.76,194.37,79.01,101.77,22.77,22.85,,0.72,48.76,10.52,40.93,18.54,27.02,62.21,,303.65,1.44,157.48,27-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
27-Nov-2019 - 00:00,75.26,180.74,70.26,100.12,29.86,19.5,,0.56,53.12,10.78,43.24,24.71,27.95,58.8,,316.59,1.62,186.21,28-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
28-Nov-2019 - 00:00,78.07,194.38,88.81,121.36,32.56,18.29,,0.8,53.31,11.52,49.43,22.85,27.57,61.65,,297.16,1.26,163.85,29-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
29-Nov-2019 - 00:00,85.95,188.08,78.33,120.41,42.1,24.15,,0.87,43.03,12.16,56.11,28.56,27.73,64.72,,278.78,1.42,152.81,30-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
30-Nov-2019 - 00:00,89.0,201.23,77.5,103.75,26.23,22.78,,0.78,47.6,11.72,42.04,23.17,27.63,66.81,,246.13,1.37,190.27,01-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
01-Dec-2019 - 00:00,98.22,201.82,77.99,111.36,33.39,25.61,,0.88,38.87,12.94,49.79,19.97,27.66,70.06,,239.33,1.32,158.68,02-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
02-Dec-2019 - 00:00,66.76,164.52,61.1,85.82,24.71,24.35,,0.61,44.68,8.3,26.91,11.51,27.74,69.4,,308.44,1.62,155.65,03-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
03-Dec-2019 - 00:00,44.37,141.45,59.79,91.98,32.19,23.75,,0.52,29.4,9.49,38.29,19.64,27.62,66.14,,282.35,1.75,156.82,04-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
04-Dec-2019 - 00:00,50.92,144.34,63.77,88.61,24.83,20.21,,0.49,35.99,8.34,35.93,15.03,27.83,65.61,,265.52,1.86,151.62,05-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
05-Dec-2019 - 00:00,75.64,168.02,56.73,85.96,29.22,31.8,,0.63,30.55,11.12,42.9,17.03,27.27,73.76,,173.6,1.33,163.33,06-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
06-Dec-2019 - 00:00,81.41,161.87,50.42,67.18,16.76,20.29,,0.57,42.3,10.07,34.7,16.72,27.63,58.66,,287.85,1.91,121.55,07-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
07-Dec-2019 - 00:00,86.3,170.38,64.95,86.79,21.84,17.66,,0.57,58.94,9.87,57.38,31.34,26.5,55.57,,293.69,1.92,131.24,08-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
08-Dec-2019 - 00:00,91.64,192.24,60.46,76.02,15.61,18.11,,0.65,67.19,9.65,66.17,26.87,26.43,58.89,,267.65,1.69,155.99,09-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
09-Dec-2019 - 00:00,82.38,182.76,65.33,86.4,21.07,21.73,,0.7,58.3,10.4,53.81,25.18,26.77,65.34,,299.98,1.41,166.02,10-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
10-Dec-2019 - 00:00,83.95,199.47,79.3,101.87,22.57,23.75,,0.81,43.41,11.95,44.43,22.29,27.03,67.95,,287.16,1.35,180.85,11-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
11-Dec-2019 - 00:00,106.95,241.78,87.97,118.96,30.99,27.53,,0.93,31.23,13.29,50.84,27.73,26.75,69.78,,272.93,1.19,194.98,12-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
12-Dec-2019 - 00:00,106.66,243.56,81.45,120.17,38.72,24.0,,0.89,41.81,12.57,49.03,26.26,25.93,68.74,,293.59,1.09,204.26,13-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
13-Dec-2019 - 00:00,75.03,167.98,56.01,74.15,18.14,19.53,,0.47,54.51,9.23,29.37,15.2,24.78,69.39,,283.53,1.51,175.37,14-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
14-Dec-2019 - 00:00,61.52,165.72,60.66,86.84,26.18,16.72,,0.48,37.86,10.88,38.79,19.73,24.17,67.74,,323.9,1.54,206.72,15-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
15-Dec-2019 - 00:00,83.1,235.35,74.86,107.7,32.83,18.7,,0.75,36.61,13.34,53.5,30.63,24.28,69.07,,291.07,1.3,207.28,16-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
16-Dec-2019 - 00:00,95.72,217.94,68.3,97.47,29.16,26.31,,0.85,36.05,13.77,51.16,28.23,24.78,72.37,,264.74,1.31,197.38,17-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
17-Dec-2019 - 00:00,86.52,191.04,54.49,82.07,27.58,22.37,,0.74,47.46,12.66,48.08,25.54,25.75,68.35,,271.34,1.81,146.39,18-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
18-Dec-2019 - 00:00,77.36,165.53,53.22,71.37,18.13,19.58,,0.59,52.41,10.75,35.59,17.88,26.0,63.58,,275.23,1.79,136.62,19-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
19-Dec-2019 - 00:00,77.2,173.35,56.64,83.51,26.88,18.26,,0.64,51.19,11.2,41.77,22.6,26.19,61.38,,291.2,1.49,161.07,20-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
20-Dec-2019 - 00:00,108.15,249.16,92.99,132.4,39.41,21.51,,0.96,40.07,14.66,54.86,30.45,25.8,66.26,,262.58,1.22,184.73,21-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
21-Dec-2019 - 00:00,103.7,221.51,77.92,110.27,32.35,23.1,,0.98,42.06,15.72,62.31,34.33,25.92,65.81,,177.22,1.22,167.4,22-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
22-Dec-2019 - 00:00,105.75,222.06,72.34,112.13,39.78,22.8,,1.07,45.02,15.43,73.46,45.2,26.43,63.97,,208.51,1.6,167.37,23-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
23-Dec-2019 - 00:00,103.59,240.63,77.82,120.16,42.35,29.21,,0.96,31.23,15.26,58.24,27.54,26.88,67.71,,251.72,1.26,176.68,24-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
24-Dec-2019 - 00:00,133.36,285.35,95.59,132.45,38.27,34.97,,1.11,33.28,18.46,64.67,34.68,26.56,71.26,,232.96,1.12,184.36,25-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
25-Dec-2019 - 00:00,144.44,259.49,74.55,95.73,21.19,31.89,,1.03,43.54,18.05,57.07,31.27,26.52,72.61,,152.74,1.19,182.37,26-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
26-Dec-2019 - 00:00,96.84,201.45,61.94,84.22,22.27,25.93,,0.71,36.72,13.6,47.6,28.36,25.66,62.37,,250.8,1.36,211.32,27-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
27-Dec-2019 - 00:00,95.77,202.08,69.63,98.75,29.12,23.04,1.02,0.8,36.37,14.54,54.08,30.8,24.6,66.15,,296.39,1.51,183.66,28-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
28-Dec-2019 - 00:00,87.96,176.79,55.6,79.56,23.96,21.39,5.13,0.65,45.92,11.86,43.99,23.6,25.38,64.28,,287.21,1.78,137.41,29-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
29-Dec-2019 - 00:00,86.28,196.58,63.76,86.0,22.25,20.91,8.73,0.62,48.92,11.56,32.4,16.13,25.18,65.29,,214.21,1.65,161.22,30-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
30-Dec-2019 - 00:00,98.12,227.45,72.03,105.21,33.18,26.13,6.08,0.74,49.5,12.07,34.07,16.54,24.22,68.56,,257.38,1.37,216.0,31-Dec-2019 - 00:00,"Kurla, Mumbai - MPCB"
31-Dec-2019 - 00:00,81.0,160.0,55.45,61.2,5.76,23.36,2.04,0.48,83.36,10.04,31.98,22.16,21.69,75.61,,,1.38,277.19,01-Jan-2020 - 00:00,"Kurla, Mumbai - MPCB"
