from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
20-Nov-2019 - 00:00,178.1,265.12,123.46,95.79,143.54,52.29,10.12,2.19,42.98,1.59,16.67,1.2,198.65,26.2,51.09,741.0,21-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
21-Nov-2019 - 00:00,212.5,368.92,142.1,77.37,138.47,54.01,22.57,2.85,94.87,2.37,31.69,1.52,148.83,28.65,42.02,741.0,22-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
22-Nov-2019 - 00:00,248.76,360.4,141.83,113.16,167.43,64.86,20.33,3.31,49.28,2.74,25.56,1.28,173.26,26.66,52.13,741.09,23-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
23-Nov-2019 - 00:00,139.51,223.58,86.25,28.08,68.72,57.61,9.17,1.24,11.66,1.24,15.9,2.06,211.51,26.14,54.84,741.0,24-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
24-Nov-2019 - 00:00,116.64,187.22,80.46,21.16,60.0,53.19,7.54,1.39,15.3,0.84,10.07,1.86,173.32,26.52,55.94,741.0,25-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
25-Nov-2019 - 00:00,133.16,235.2,92.03,51.57,90.88,51.83,17.12,1.85,37.69,1.32,27.18,1.47,156.7,26.72,51.7,741.0,26-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
26-Nov-2019 - 00:00,111.55,211.38,73.48,26.89,60.94,49.51,17.57,1.08,27.59,1.1,21.28,2.32,164.74,27.57,48.36,741.0,27-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
27-Nov-2019 - 00:00,75.48,125.92,52.29,10.01,35.96,47.9,13.12,1.0,34.2,0.62,15.46,2.95,160.08,25.81,59.59,741.0,28-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
28-Nov-2019 - 00:00,31.29,54.88,38.74,3.45,23.29,43.32,5.22,0.66,20.93,0.37,15.01,4.6,166.73,23.26,69.61,741.0,29-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
29-Nov-2019 - 00:00,70.51,111.43,62.43,26.26,54.56,51.16,12.6,1.21,32.68,0.71,16.15,2.31,117.3,23.29,70.62,741.0,30-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
30-Nov-2019 - 00:00,125.54,176.52,82.1,39.27,75.59,63.32,5.87,1.65,7.66,1.1,20.2,1.86,148.8,23.12,72.74,741.0,01-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
01-Dec-2019 - 00:00,140.13,197.12,90.51,41.19,81.63,50.67,9.11,1.7,12.81,0.91,15.29,1.79,188.19,22.45,61.66,741.0,02-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
02-Dec-2019 - 00:00,158.93,231.57,105.18,59.23,104.1,49.04,5.56,1.84,5.37,1.08,18.52,2.02,182.89,22.06,56.13,741.0,03-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
03-Dec-2019 - 00:00,142.66,225.35,104.24,68.41,111.12,46.28,10.21,1.86,7.83,1.16,21.39,2.17,214.22,22.16,50.22,741.0,04-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
04-Dec-2019 - 00:00,177.45,282.95,129.36,109.8,156.51,50.54,6.63,2.56,9.22,1.52,25.05,1.5,191.56,22.29,50.07,741.08,05-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
05-Dec-2019 - 00:00,320.93,444.33,155.28,154.99,207.43,66.83,13.16,4.11,52.69,2.91,39.54,1.14,156.01,22.46,57.86,741.28,06-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
06-Dec-2019 - 00:00,198.16,302.52,102.11,92.03,129.13,83.48,9.72,2.15,14.35,1.97,29.44,1.41,134.29,24.8,61.02,741.19,07-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
07-Dec-2019 - 00:00,275.27,366.21,115.57,144.67,179.1,79.81,8.71,3.11,19.69,2.43,35.09,1.15,183.39,23.08,65.26,741.12,08-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
08-Dec-2019 - 00:00,305.0,438.0,173.67,,,132.1,9.4,7.3,22.79,0.2,1.3,0.75,182.0,21.65,73.5,741.0,09-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
09-Dec-2019 - 00:00,193.63,301.71,109.41,49.57,98.49,71.45,17.51,1.2,41.51,1.89,20.41,1.34,174.38,24.52,45.81,741.08,10-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
10-Dec-2019 - 00:00,297.59,415.38,101.52,57.74,100.95,61.84,14.16,3.37,50.34,2.18,32.58,1.23,202.52,22.11,58.33,741.0,11-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
11-Dec-2019 - 00:00,361.83,501.22,160.19,170.92,224.18,83.8,23.31,5.59,35.77,2.45,37.44,1.11,228.85,21.91,62.36,740.72,12-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
12-Dec-2019 - 00:00,307.77,412.29,118.82,25.8,84.18,50.77,16.77,0.67,35.41,1.13,14.29,3.56,183.33,21.92,65.61,740.39,13-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
13-Dec-2019 - 00:00,136.32,158.55,63.34,5.04,37.78,96.24,11.42,0.28,22.8,0.71,7.4,2.6,147.93,20.46,81.14,740.82,14-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
14-Dec-2019 - 00:00,99.03,135.58,61.33,22.08,50.57,52.48,12.24,1.0,34.27,0.77,11.41,1.94,138.08,19.95,75.2,741.12,15-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
15-Dec-2019 - 00:00,129.39,172.01,63.98,29.68,58.16,63.21,8.45,0.85,22.04,0.76,8.62,1.91,174.41,19.38,78.0,741.03,16-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
16-Dec-2019 - 00:00,125.85,153.29,47.82,6.91,31.05,63.12,5.79,0.95,13.85,0.62,5.33,2.37,151.4,16.47,84.67,741.0,17-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
17-Dec-2019 - 00:00,127.05,159.06,44.63,25.48,43.57,85.09,6.14,0.88,19.18,0.7,6.56,2.36,128.52,16.16,79.36,741.0,18-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
18-Dec-2019 - 00:00,193.67,243.68,65.11,15.25,47.03,83.93,8.13,0.86,42.57,0.86,8.82,1.97,168.18,16.92,73.62,741.02,19-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
19-Dec-2019 - 00:00,340.03,412.6,74.41,35.5,68.43,96.03,10.35,1.46,10.12,1.56,13.59,1.73,216.38,15.0,87.14,741.0,20-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
20-Dec-2019 - 00:00,490.58,587.19,114.34,94.03,137.26,123.82,6.7,2.26,28.57,1.93,17.78,1.33,221.73,17.35,83.57,741.0,21-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
21-Dec-2019 - 00:00,355.5,421.7,76.35,61.01,90.2,129.36,3.66,,9.91,1.63,14.59,1.74,147.26,18.22,81.88,741.0,22-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
22-Dec-2019 - 00:00,215.3,253.48,55.78,5.43,34.08,111.71,4.94,1.4,,0.86,7.38,2.48,81.28,15.63,89.5,741.0,23-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
23-Dec-2019 - 00:00,252.93,318.07,66.94,29.21,59.36,95.14,7.29,1.86,19.29,1.35,16.63,1.92,144.56,15.7,80.11,741.0,24-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
24-Dec-2019 - 00:00,341.54,449.12,81.52,43.58,78.8,89.36,8.11,1.45,14.32,1.59,17.51,1.72,162.7,15.63,79.73,741.0,25-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
25-Dec-2019 - 00:00,214.02,282.56,54.31,21.62,46.46,80.13,2.49,0.8,,1.08,9.2,2.54,104.72,13.94,82.54,741.0,26-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
26-Dec-2019 - 00:00,241.58,320.83,59.77,11.67,41.27,85.45,5.72,1.08,13.17,0.96,7.95,2.08,141.31,13.83,77.01,741.0,27-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
27-Dec-2019 - 00:00,312.04,421.62,69.05,17.45,50.3,79.54,8.15,0.96,11.34,1.23,10.5,1.87,131.76,13.91,73.97,741.0,28-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
28-Dec-2019 - 00:00,388.51,515.55,79.04,63.95,94.04,84.02,8.82,1.99,,1.91,17.85,1.64,194.43,12.96,81.95,741.0,29-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
29-Dec-2019 - 00:00,446.7,584.92,87.68,32.15,71.63,78.88,8.3,2.02,,1.75,15.72,1.53,152.2,14.09,77.28,741.0,30-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
30-Dec-2019 - 00:00,385.69,506.56,69.14,64.61,89.3,78.4,5.69,1.38,5.05,1.85,12.77,1.86,210.41,11.73,92.61,741.0,31-Dec-2019 - 00:00,"Sector-1, Noida - UPPCB"
31-Dec-2019 - 00:00,219.0,267.0,27.9,1.0,15.65,64.9,2.95,0.91,2.59,0.95,3.6,3.45,209.5,10.3,89.0,741.0,01-Jan-2020 - 00:00,"Sector-1, Noida - UPPCB"
