from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO,NOx,NO2,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
27-Nov-2019 - 00:00,1.61,3.36,6.47,0.58,4.69,0.3,35.34,6.1,37.08,32.12,17.3,52.66,19.72,0.0,78.42,137.03,18.05,130.08,0.57,29.78,28-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
28-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.31,36.59,7.8,33.21,25.42,18.17,49.06,22.52,0.09,84.4,150.1,16.76,127.57,0.49,17.08,29-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
29-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.33,30.76,6.87,26.58,19.71,20.12,58.93,29.59,0.0,84.81,148.15,16.53,213.32,0.3,19.96,30-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
30-Nov-2019 - 00:00,2.49,5.27,10.14,0.88,7.35,0.31,26.93,6.4,19.35,12.94,20.53,72.69,35.53,0.0,82.32,142.52,16.06,255.33,0.49,18.4,01-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
01-Dec-2019 - 00:00,2.51,5.29,10.24,0.88,7.4,0.33,26.63,6.65,19.4,12.75,20.7,94.39,45.24,0.0,77.08,129.8,14.86,243.44,0.43,17.38,02-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
02-Dec-2019 - 00:00,2.23,4.71,9.11,0.78,6.59,0.34,31.56,7.17,25.66,18.49,18.59,105.81,60.14,0.01,76.22,129.68,14.2,237.8,0.4,18.5,03-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
03-Dec-2019 - 00:00,2.5,5.29,10.23,0.87,7.4,0.35,36.75,12.04,32.63,20.57,12.74,131.22,71.29,0.0,74.93,127.64,13.88,243.75,0.42,19.38,04-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
04-Dec-2019 - 00:00,2.5,5.29,10.23,0.87,7.4,0.44,47.1,17.91,47.63,29.72,12.01,186.58,96.58,0.0,79.05,129.67,13.77,162.42,0.28,20.54,05-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
05-Dec-2019 - 00:00,2.5,5.28,10.17,0.89,7.35,0.51,56.19,28.99,58.73,29.74,10.62,202.83,112.52,0.0,85.41,128.43,13.65,200.75,0.23,20.03,06-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
06-Dec-2019 - 00:00,2.51,5.26,10.16,0.88,7.35,0.36,35.82,12.46,34.85,22.4,10.01,163.69,91.92,0.0,82.61,130.04,14.9,254.14,0.3,18.04,07-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
07-Dec-2019 - 00:00,2.5,5.29,10.23,0.89,7.4,0.34,37.81,12.69,37.8,25.11,8.25,142.92,77.11,0.0,83.03,128.04,14.82,246.78,0.25,18.99,08-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
08-Dec-2019 - 00:00,2.47,5.23,10.12,0.9,7.32,0.33,35.72,11.9,33.93,22.3,7.45,137.68,71.24,0.0,78.31,129.68,14.47,249.02,0.29,18.02,09-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
09-Dec-2019 - 00:00,2.5,5.29,10.23,0.9,7.4,0.36,36.45,7.6,33.67,26.08,11.8,181.9,95.06,0.0,79.6,138.86,13.91,243.8,0.3,18.88,10-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
10-Dec-2019 - 00:00,2.5,5.29,10.22,0.93,7.4,0.44,45.02,14.71,42.62,27.89,11.73,219.19,119.6,0.0,83.66,133.55,13.21,235.09,0.26,19.75,11-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
11-Dec-2019 - 00:00,2.5,5.29,10.22,1.27,7.4,0.45,52.35,23.3,55.08,32.42,10.88,222.65,126.0,0.0,83.68,141.87,13.57,194.64,0.25,23.59,12-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
12-Dec-2019 - 00:00,2.5,5.26,10.15,0.98,7.34,0.34,35.83,9.91,31.97,22.05,10.15,192.92,107.46,0.02,87.25,131.42,14.88,147.88,0.72,21.59,13-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
13-Dec-2019 - 00:00,2.5,5.29,10.22,0.88,7.4,0.23,26.28,6.23,13.48,7.26,12.7,51.23,30.73,0.01,90.86,133.58,13.89,148.12,1.2,17.67,14-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
14-Dec-2019 - 00:00,2.47,5.23,10.12,0.88,7.32,0.25,26.53,6.84,17.17,10.4,7.48,58.03,32.55,0.0,87.13,151.23,13.35,205.94,0.37,16.91,15-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
15-Dec-2019 - 00:00,2.5,5.29,10.22,0.89,7.4,0.26,26.14,6.58,17.93,11.35,7.51,70.22,37.71,0.0,87.0,150.45,12.97,263.64,0.63,17.11,16-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
16-Dec-2019 - 00:00,2.47,5.23,10.12,0.87,7.32,0.25,25.7,6.28,15.54,9.42,8.2,75.97,38.79,0.0,93.39,144.62,10.94,265.01,0.67,16.75,17-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
17-Dec-2019 - 00:00,2.5,5.28,10.14,0.89,7.36,0.27,26.91,6.31,16.96,10.66,9.54,102.07,56.05,0.0,89.54,152.05,11.5,271.07,0.55,17.17,18-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
18-Dec-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.51,26.71,6.26,16.99,10.75,9.24,95.99,51.22,0.0,92.67,146.76,10.12,201.84,0.48,17.06,19-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
19-Dec-2019 - 00:00,2.5,5.29,10.22,0.88,7.4,1.05,29.52,7.27,22.67,15.4,9.21,133.07,77.53,0.0,88.97,143.17,9.95,201.76,0.27,17.56,20-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
20-Dec-2019 - 00:00,2.47,5.23,10.12,0.88,7.32,1.1,29.96,6.64,21.37,14.92,9.18,168.12,94.24,0.0,91.48,159.62,11.17,262.12,0.45,18.93,21-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
21-Dec-2019 - 00:00,2.5,5.29,10.23,0.87,7.4,1.1,27.92,7.07,20.25,13.18,7.88,178.61,105.68,0.0,95.18,148.49,10.27,262.93,0.4,17.53,22-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
22-Dec-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,1.15,27.48,6.58,20.24,13.66,7.21,102.79,62.7,0.0,95.51,158.95,9.13,271.28,0.57,16.81,23-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
23-Dec-2019 - 00:00,2.47,5.23,10.12,0.87,7.32,0.91,26.13,6.17,16.3,10.19,8.3,104.85,58.11,0.0,95.45,155.15,8.82,230.01,0.42,16.9,24-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
24-Dec-2019 - 00:00,2.49,5.26,10.14,0.88,7.33,0.95,25.98,6.36,16.78,10.43,8.24,126.44,67.6,0.0,94.84,153.39,10.65,181.72,0.46,17.04,25-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
25-Dec-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.95,25.69,6.29,16.7,10.4,7.32,134.12,78.66,0.0,95.24,157.38,8.92,275.48,0.55,16.37,26-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
26-Dec-2019 - 00:00,2.48,5.21,9.97,0.9,7.22,0.93,26.43,6.12,16.16,10.12,9.64,154.49,86.02,0.0,93.83,159.27,8.82,262.37,0.47,17.23,27-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
27-Dec-2019 - 00:00,2.52,5.29,10.14,0.89,7.36,0.92,26.95,6.22,16.95,10.73,8.85,163.4,93.51,0.0,92.28,150.58,8.55,245.9,0.36,15.65,28-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
28-Dec-2019 - 00:00,2.5,5.29,10.23,0.87,7.4,0.99,31.64,8.09,24.87,16.77,7.7,162.65,91.17,0.0,93.31,155.68,8.43,201.76,0.37,14.17,29-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
29-Dec-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,1.08,39.25,8.17,37.81,29.64,6.21,124.84,71.24,0.0,95.18,160.74,8.23,231.79,0.38,13.95,30-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
30-Dec-2019 - 00:00,2.48,5.1,9.84,0.89,7.19,1.13,47.19,16.98,46.51,29.97,7.72,145.76,81.74,0.0,91.87,149.56,8.51,176.62,0.38,16.37,31-Dec-2019 - 00:00,"Model Town, Patiala - PPCB"
31-Dec-2019 - 00:00,2.5,5.29,10.23,0.87,7.4,1.43,61.8,28.85,55.65,26.8,5.92,183.3,110.3,0.0,95.45,134.07,6.66,121.05,0.64,14.21,01-Jan-2020 - 00:00,"Model Town, Patiala - PPCB"
