from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO2,NO,NOx,Ozone,SO2,to date,station
22-Nov-2018 - 00:00,19.14,992.86,349.9,212.31,59.25,105.84,138.39,192.53,0.68,1.93,,45.78,62.25,31.69,58.95,38.22,21.08,23-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
23-Nov-2018 - 00:00,18.88,994.4,362.29,244.12,59.46,116.27,131.83,51.55,1.1,1.74,,46.93,48.16,12.7,35.99,31.61,18.8,24-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
24-Nov-2018 - 00:00,18.29,992.65,250.78,152.35,60.71,121.61,,43.55,1.27,1.49,,38.06,38.84,7.89,27.0,36.61,20.93,25-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
25-Nov-2018 - 00:00,18.17,992.57,296.28,179.94,64.01,115.42,,101.37,0.98,1.63,,43.95,58.69,21.26,48.53,32.78,20.97,26-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
26-Nov-2018 - 00:00,18.3,991.61,402.58,248.29,68.37,108.83,143.95,99.59,0.73,2.29,,56.53,62.55,39.37,63.28,32.61,21.45,27-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
27-Nov-2018 - 00:00,19.07,993.26,531.33,304.77,70.66,86.69,189.91,214.68,0.77,3.55,,70.85,76.24,86.84,111.32,16.1,16.35,28-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
28-Nov-2018 - 00:00,19.59,994.2,473.23,190.54,74.71,79.73,195.59,197.37,0.65,3.2,,86.0,75.28,95.28,117.69,25.09,21.0,29-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
29-Nov-2018 - 00:00,18.47,994.4,430.98,192.44,76.88,89.55,191.43,74.06,0.8,2.3,,73.54,50.2,48.99,66.67,19.14,19.6,30-Nov-2018 - 00:00,"Bawana, Delhi - DPCC"
30-Nov-2018 - 00:00,17.76,993.88,385.42,234.64,72.91,97.98,,86.32,0.87,1.8,,58.59,42.2,30.06,46.99,24.35,19.72,01-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
01-Dec-2018 - 00:00,17.38,991.17,341.5,206.19,68.21,104.79,175.23,136.51,0.88,1.75,,50.9,39.75,22.29,39.35,27.52,20.37,02-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
02-Dec-2018 - 00:00,17.04,990.45,431.57,174.41,65.51,101.07,155.72,203.95,0.62,2.32,,51.9,48.87,55.75,71.47,31.21,23.2,03-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
03-Dec-2018 - 00:00,16.58,991.42,403.39,139.56,68.85,95.71,203.97,154.24,0.63,2.09,,57.09,45.94,57.74,71.58,27.6,20.77,04-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
04-Dec-2018 - 00:00,16.16,993.1,412.27,138.62,72.89,90.44,149.96,173.97,0.61,2.09,,61.97,45.71,52.87,67.43,23.84,21.8,05-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
05-Dec-2018 - 00:00,16.2,990.71,431.89,132.0,74.75,91.61,255.32,142.33,0.72,2.41,,62.82,41.92,50.52,63.5,22.93,22.36,06-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
06-Dec-2018 - 00:00,16.08,990.08,439.33,131.79,73.95,80.15,213.71,106.45,0.67,2.15,,63.15,46.96,49.9,65.61,35.22,19.33,07-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
07-Dec-2018 - 00:00,15.58,990.86,357.08,104.83,74.85,89.71,139.98,58.41,0.93,1.6,,60.74,39.64,21.5,38.63,24.97,17.13,08-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
08-Dec-2018 - 00:00,15.23,991.79,445.16,121.04,75.7,89.4,137.89,176.08,0.67,1.95,,63.38,45.18,31.46,49.7,28.74,19.95,09-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
09-Dec-2018 - 00:00,15.29,990.7,486.27,130.59,72.36,86.63,158.77,150.12,0.64,2.09,,65.73,57.14,17.69,45.32,27.96,22.42,10-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
10-Dec-2018 - 00:00,15.76,990.15,557.14,232.78,72.79,63.9,171.28,196.07,0.93,2.11,,74.92,56.91,13.61,41.37,23.15,20.54,11-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
11-Dec-2018 - 00:00,15.35,991.19,623.33,294.85,77.88,52.6,151.66,194.8,0.76,2.71,,76.42,62.06,26.94,55.05,42.28,20.12,12-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
12-Dec-2018 - 00:00,16.37,992.75,379.91,256.14,74.18,55.01,262.41,157.65,1.31,1.69,,65.5,40.59,8.19,28.25,23.05,24.48,13-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
13-Dec-2018 - 00:00,15.32,995.91,163.03,109.9,78.23,79.89,125.43,60.0,1.17,0.94,,50.29,30.87,5.56,20.96,26.63,16.5,14-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
14-Dec-2018 - 00:00,13.78,997.84,209.16,123.09,82.42,89.22,,53.04,0.84,1.14,,47.55,30.7,11.94,26.08,24.93,15.77,15-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
15-Dec-2018 - 00:00,13.98,997.34,228.25,103.43,76.34,94.91,,75.89,1.04,1.07,,47.05,31.21,6.09,21.56,27.87,14.49,16-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
16-Dec-2018 - 00:00,13.56,997.63,271.58,112.79,74.28,97.73,205.58,85.34,0.94,1.22,,53.12,34.66,14.55,30.3,31.59,20.09,17-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
17-Dec-2018 - 00:00,12.9,996.22,353.96,140.98,72.21,84.91,228.4,74.56,0.95,1.58,,60.56,45.98,30.64,49.46,29.48,19.54,18-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
18-Dec-2018 - 00:00,12.46,994.47,338.82,133.92,72.62,94.01,,50.72,0.96,1.39,,59.84,45.93,17.76,38.92,37.16,20.05,19-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
19-Dec-2018 - 00:00,12.68,993.51,392.6,151.99,74.59,94.04,197.59,158.83,0.9,1.8,,64.0,51.45,27.53,49.83,33.77,20.57,20-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
20-Dec-2018 - 00:00,12.17,993.91,463.78,174.72,75.45,95.42,162.85,105.58,0.76,1.96,,66.41,53.87,44.49,64.91,33.76,17.99,21-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
21-Dec-2018 - 00:00,11.71,992.79,427.22,155.38,77.83,88.21,133.9,106.33,0.86,1.56,,71.98,54.15,24.92,49.08,35.66,17.04,22-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
22-Dec-2018 - 00:00,11.67,993.06,560.49,278.11,78.69,76.43,178.59,195.91,0.71,2.3,,75.69,64.0,35.19,62.74,38.08,19.88,23-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
23-Dec-2018 - 00:00,12.64,993.79,666.4,292.42,77.33,71.38,185.6,204.36,0.71,2.64,,88.61,72.08,31.33,63.86,43.47,18.36,24-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
24-Dec-2018 - 00:00,12.46,993.09,642.63,213.58,78.31,76.22,212.75,101.37,0.74,2.72,,88.68,60.16,57.04,78.47,32.08,18.2,25-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
25-Dec-2018 - 00:00,10.39,992.41,391.17,120.83,85.75,69.94,,41.19,0.84,1.59,,67.88,37.77,9.34,27.61,22.95,14.25,26-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
26-Dec-2018 - 00:00,10.63,990.93,425.37,226.9,79.77,85.16,,104.74,0.77,2.61,,62.29,47.74,44.44,61.66,33.49,15.8,27-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
27-Dec-2018 - 00:00,11.83,992.21,525.72,203.14,71.55,70.87,,128.66,0.98,2.86,,71.86,68.45,71.99,95.26,37.68,18.55,28-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
28-Dec-2018 - 00:00,10.07,992.48,472.43,174.96,82.12,71.7,,48.77,1.0,1.64,,66.42,42.1,23.83,41.58,24.65,15.35,29-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
29-Dec-2018 - 00:00,10.52,994.55,468.86,160.62,77.57,90.68,,88.59,0.77,2.1,,66.98,48.51,38.33,57.05,29.48,17.16,30-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
30-Dec-2018 - 00:00,11.63,996.65,594.26,191.64,74.21,86.6,,147.86,0.6,2.66,,69.4,57.66,70.44,88.08,28.01,23.95,31-Dec-2018 - 00:00,"Bawana, Delhi - DPCC"
31-Dec-2018 - 00:00,8.3,997.05,,288.0,92.7,3.5,,99.3,0.9,3.2,,78.2,73.5,64.5,91.55,22.5,14.25,01-Jan-2019 - 00:00,"Bawana, Delhi - DPCC"
