from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,RF,SR,to date,station
09-Oct-2018 - 00:00,53.13,16.61,41.76,35.23,13.33,1.6,29.07,106.43,279.97,1.17,6.46,30.13,2.1,118.1,49.15,741.19,0.0,92.48,10-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Oct-2018 - 00:00,36.57,4.02,22.73,34.63,12.24,2.02,29.93,86.17,221.99,0.8,4.49,30.59,3.11,119.99,51.62,741.22,0.0,95.41,11-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Oct-2018 - 00:00,23.66,3.5,15.43,26.36,12.77,1.14,25.31,65.5,173.62,0.55,3.63,27.3,3.22,116.29,53.15,741.41,0.0,75.7,12-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Oct-2018 - 00:00,56.59,17.07,43.98,19.16,44.09,1.52,17.81,92.88,233.0,1.43,9.91,26.28,1.26,57.94,48.45,741.92,0.0,93.38,13-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Oct-2018 - 00:00,57.26,16.7,44.03,28.88,20.17,1.64,35.52,133.0,286.17,1.47,18.87,26.4,1.57,43.74,47.21,741.92,0.0,89.96,14-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Oct-2018 - 00:00,57.12,23.37,49.38,24.09,13.84,2.16,24.57,97.92,255.08,1.32,8.59,26.36,1.64,45.46,47.72,741.5,0.0,96.31,15-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Oct-2018 - 00:00,58.03,14.8,42.89,27.14,20.88,1.84,30.28,131.17,317.04,1.61,18.35,27.37,1.33,75.49,46.94,741.74,0.0,89.54,16-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Oct-2018 - 00:00,55.33,30.8,54.47,34.01,13.95,2.72,20.75,136.62,335.5,1.7,17.61,28.22,1.33,111.86,48.77,741.81,0.0,82.74,17-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Oct-2018 - 00:00,58.97,38.13,62.37,30.81,12.39,2.3,27.88,139.08,347.71,1.63,10.81,28.69,1.38,77.49,47.83,741.4,0.0,89.3,18-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Oct-2018 - 00:00,45.0,18.13,38.68,31.49,9.66,1.95,17.41,137.58,283.17,1.69,13.22,28.0,1.5,95.48,50.86,741.3,0.0,76.59,19-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Oct-2018 - 00:00,39.53,13.56,32.05,27.53,25.95,2.03,34.31,140.67,298.17,1.65,18.93,27.92,1.12,48.18,48.7,741.7,0.0,76.16,20-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Oct-2018 - 00:00,33.21,6.95,23.31,21.53,32.25,2.04,26.4,166.33,314.71,1.64,13.43,27.37,1.06,43.17,45.15,742.0,0.0,79.18,21-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Oct-2018 - 00:00,27.69,12.92,25.23,16.72,28.19,2.57,23.93,156.88,314.24,1.76,19.94,25.98,1.67,46.97,44.73,742.0,0.0,77.96,22-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Oct-2018 - 00:00,20.21,10.5,19.29,10.25,18.56,2.13,23.19,112.43,255.75,1.49,9.79,25.48,1.86,63.83,44.22,742.0,0.0,82.09,23-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Oct-2018 - 00:00,15.08,5.62,12.59,6.65,22.19,1.94,27.6,131.88,333.58,1.77,12.71,25.61,1.13,49.54,44.31,741.85,0.0,78.36,24-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Oct-2018 - 00:00,9.54,3.37,7.71,6.69,24.89,2.5,26.33,166.96,344.75,1.77,15.24,26.03,0.8,73.96,45.34,741.96,0.0,77.3,25-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Oct-2018 - 00:00,9.54,3.22,7.67,7.52,21.41,2.84,17.14,165.96,323.35,1.83,21.11,25.36,0.98,68.91,48.23,742.0,0.0,76.04,26-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Oct-2018 - 00:00,9.23,4.72,8.78,7.62,32.39,3.01,22.59,206.62,444.42,2.26,24.64,24.48,0.8,58.88,49.71,742.0,0.0,58.08,27-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Oct-2018 - 00:00,7.2,5.1,7.19,9.14,25.09,3.46,27.98,219.88,435.75,2.45,28.58,23.97,1.07,68.53,53.14,742.0,0.0,63.36,28-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Oct-2018 - 00:00,5.2,4.1,6.13,6.05,18.28,4.2,26.11,207.5,398.96,2.2,26.55,24.08,1.52,44.88,52.83,742.0,0.0,71.54,29-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Oct-2018 - 00:00,79.75,36.99,69.11,31.42,32.6,3.8,30.61,268.04,518.62,2.57,43.94,24.05,0.88,28.4,52.82,742.0,0.0,60.29,30-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Oct-2018 - 00:00,131.4,61.05,119.52,56.4,24.29,3.23,28.2,252.35,476.6,2.46,33.94,24.72,0.82,77.1,53.36,742.0,0.0,62.51,31-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Oct-2018 - 00:00,95.2,48.11,89.76,51.41,17.35,3.09,23.17,221.29,415.26,1.96,17.66,24.22,0.8,61.23,54.35,742.0,0.0,61.86,01-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Nov-2018 - 00:00,92.6,60.04,98.06,55.49,16.32,3.77,23.56,255.92,456.62,2.42,25.34,24.11,0.78,91.22,54.71,742.0,0.0,57.15,02-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Nov-2018 - 00:00,82.72,11.62,53.45,56.03,11.7,1.8,54.93,195.86,332.61,1.42,5.16,25.14,1.34,100.7,50.61,742.0,0.0,60.26,03-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Nov-2018 - 00:00,41.11,3.7,24.87,48.05,13.83,0.88,85.57,157.28,281.29,1.01,5.7,25.64,3.36,114.74,51.17,741.68,0.0,59.23,04-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Nov-2018 - 00:00,27.91,2.21,16.64,27.81,6.39,0.28,88.97,95.99,171.85,0.63,4.09,24.34,2.83,78.96,49.69,742.0,0.0,70.29,05-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Nov-2018 - 00:00,30.1,3.46,18.83,32.92,13.68,1.87,55.37,452.97,564.71,1.72,7.74,21.38,1.85,44.75,54.43,742.0,0.0,52.35,06-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Nov-2018 - 00:00,63.05,3.88,33.32,17.78,11.04,1.27,62.34,172.92,298.75,1.1,4.9,22.31,2.47,44.58,42.73,742.0,0.0,75.25,07-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Nov-2018 - 00:00,59.66,5.82,36.47,30.85,13.0,1.2,57.6,165.29,290.67,1.08,3.65,20.95,1.64,47.76,40.42,742.0,0.0,72.86,08-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Nov-2018 - 00:00,79.57,22.61,60.71,46.02,28.43,1.91,51.16,406.92,508.59,2.26,7.53,18.53,0.74,53.11,51.74,742.0,0.0,50.79,09-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Nov-2018 - 00:00,101.0,34.55,81.81,55.66,15.37,2.71,37.92,335.96,467.46,2.82,10.68,20.17,0.61,48.25,54.69,741.7,0.0,63.73,10-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Nov-2018 - 00:00,99.08,35.41,81.48,57.26,17.38,2.74,35.39,307.83,437.42,2.7,14.4,19.99,0.69,84.97,56.44,741.82,0.0,52.69,11-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Nov-2018 - 00:00,83.19,45.84,81.52,51.93,9.5,2.52,51.69,293.96,443.21,2.35,14.95,21.39,0.72,106.06,55.38,741.99,0.0,59.81,12-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Nov-2018 - 00:00,42.2,21.11,40.22,33.38,10.17,2.92,43.18,273.5,462.46,2.17,9.39,22.13,0.83,78.38,56.44,741.65,0.0,58.82,13-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Nov-2018 - 00:00,1.62,2.12,0.61,1.7,11.25,1.84,49.16,281.83,449.21,1.99,15.69,22.68,1.25,98.35,56.69,741.25,0.0,45.33,14-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Nov-2018 - 00:00,103.34,31.26,86.73,50.95,13.82,1.49,37.16,154.29,299.54,1.32,9.96,22.43,1.8,98.16,59.26,741.5,0.09,55.7,15-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Nov-2018 - 00:00,56.85,7.37,36.23,45.15,15.08,0.7,49.14,103.25,183.96,0.89,6.68,22.32,1.86,67.21,57.56,742.0,0.0,64.67,16-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Nov-2018 - 00:00,65.72,8.13,41.57,39.13,7.88,1.06,54.95,136.42,247.04,0.95,4.96,20.6,2.28,51.44,50.83,741.99,0.0,76.16,17-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Nov-2018 - 00:00,87.16,19.86,62.52,38.18,14.64,1.2,55.53,145.83,314.21,1.04,4.81,20.35,1.6,44.22,50.14,741.41,0.0,69.36,18-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Nov-2018 - 00:00,86.01,23.99,65.26,45.01,15.52,1.4,66.13,173.08,326.67,1.22,6.32,20.95,1.53,115.65,51.98,741.71,0.0,66.16,19-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Nov-2018 - 00:00,61.07,4.49,36.14,48.04,13.55,1.39,92.06,200.83,353.5,1.12,3.49,22.38,2.42,121.9,51.12,742.0,0.0,50.35,20-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Nov-2018 - 00:00,99.6,22.84,71.55,53.69,17.74,1.8,43.88,229.29,400.58,1.64,9.64,21.99,1.23,60.18,55.06,742.0,0.0,61.84,21-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Nov-2018 - 00:00,103.32,19.86,71.1,46.86,13.09,1.65,50.23,227.02,403.62,1.51,6.71,21.56,1.53,55.87,49.66,742.0,0.0,64.38,22-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Nov-2018 - 00:00,145.97,76.69,140.0,36.6,20.16,1.69,45.75,155.54,417.62,1.56,10.92,20.51,0.81,58.51,48.41,742.0,0.0,58.46,23-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Nov-2018 - 00:00,120.59,46.82,102.22,43.51,19.26,1.8,51.96,185.64,349.18,1.72,15.19,20.75,1.92,50.18,46.98,742.04,0.0,49.27,24-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Nov-2018 - 00:00,69.97,11.08,46.23,30.9,13.88,1.03,50.58,108.04,237.96,0.9,3.96,20.48,2.38,65.75,45.72,742.0,0.0,64.26,25-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Nov-2018 - 00:00,109.36,37.93,89.01,38.8,18.8,1.51,38.83,147.25,301.33,1.35,8.7,19.58,1.21,54.64,50.07,742.0,0.0,60.09,26-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Nov-2018 - 00:00,150.18,84.57,148.64,52.34,21.56,2.55,62.49,231.46,478.83,2.64,18.37,19.38,1.04,32.74,55.98,742.0,0.0,56.07,27-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Nov-2018 - 00:00,135.3,90.47,145.53,45.97,13.46,2.12,36.34,189.88,373.58,1.96,16.13,19.77,1.0,134.33,56.24,742.0,0.0,55.07,28-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Nov-2018 - 00:00,127.72,86.51,138.27,49.07,13.59,2.1,34.88,199.33,395.42,2.04,19.24,20.08,0.71,98.71,58.41,742.02,0.0,49.19,29-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Nov-2018 - 00:00,129.62,65.62,122.29,55.84,11.38,2.44,44.19,233.17,390.29,2.5,23.18,20.12,1.2,45.18,57.28,742.06,0.0,49.03,30-Nov-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Nov-2018 - 00:00,111.64,29.85,83.65,48.46,16.86,1.75,48.65,207.58,369.12,1.71,7.61,19.47,1.45,42.27,54.54,742.0,0.0,52.2,01-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Dec-2018 - 00:00,122.76,55.0,110.01,41.15,16.34,2.0,41.82,160.0,329.67,1.7,8.3,18.91,1.44,39.81,51.42,742.0,0.0,53.49,02-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Dec-2018 - 00:00,145.1,92.72,152.56,41.91,18.94,2.42,49.07,181.33,338.34,1.92,15.25,17.44,0.74,76.55,54.05,741.83,0.0,51.38,03-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Dec-2018 - 00:00,160.91,103.87,170.04,44.85,15.25,2.85,38.76,199.67,420.75,2.15,13.14,17.02,0.88,49.94,54.56,741.94,0.0,49.1,04-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Dec-2018 - 00:00,153.56,94.41,158.43,54.75,17.79,2.48,36.92,227.62,402.29,2.17,23.9,16.89,0.79,53.71,56.18,742.0,0.0,49.93,05-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Dec-2018 - 00:00,151.52,98.23,160.47,50.9,12.45,2.37,42.33,193.12,367.58,2.25,24.91,16.66,1.02,73.8,56.46,742.0,0.0,50.48,06-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Dec-2018 - 00:00,141.27,83.81,143.29,53.47,11.53,2.27,44.69,239.67,415.71,2.21,22.97,16.36,0.76,48.99,57.53,741.74,0.0,43.95,07-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Dec-2018 - 00:00,135.65,76.79,134.59,51.18,8.2,2.48,46.53,225.5,387.33,2.44,18.56,16.11,1.37,37.18,58.16,741.89,0.0,47.11,08-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Dec-2018 - 00:00,149.91,81.28,145.83,51.65,17.94,2.79,57.09,233.38,407.04,2.44,23.46,16.19,0.82,73.32,55.49,741.92,0.0,45.48,09-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Dec-2018 - 00:00,143.87,72.65,135.59,58.08,23.29,2.84,51.83,288.12,441.88,2.28,19.67,15.81,0.6,59.88,55.84,741.97,0.0,45.17,10-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Dec-2018 - 00:00,130.99,70.79,127.22,60.29,15.87,1.87,39.33,305.0,474.5,2.25,9.46,15.21,1.07,97.53,59.49,741.73,0.0,41.7,11-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Dec-2018 - 00:00,136.82,77.19,135.53,58.74,6.78,2.42,31.61,308.12,483.25,2.24,15.49,15.23,0.79,117.46,61.82,741.9,0.0,40.14,12-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Dec-2018 - 00:00,86.43,28.45,69.11,47.73,3.82,1.32,34.27,191.67,296.38,1.36,8.35,16.79,1.92,94.15,56.83,742.0,0.0,35.25,13-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Dec-2018 - 00:00,82.87,24.63,64.1,39.46,11.29,1.39,38.63,128.12,213.83,1.14,15.22,15.93,2.03,45.04,58.21,742.11,0.0,48.45,14-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Dec-2018 - 00:00,89.41,18.92,62.94,41.55,14.96,1.27,42.76,122.92,204.12,1.1,8.61,16.08,2.2,39.17,56.39,742.28,0.0,50.93,15-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Dec-2018 - 00:00,94.88,20.67,67.28,48.5,9.02,1.08,28.96,152.92,252.33,1.34,9.07,15.63,1.95,49.66,56.84,742.22,0.0,50.91,16-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Dec-2018 - 00:00,104.94,29.06,79.45,52.38,8.77,1.24,39.87,179.04,291.92,1.42,9.92,15.34,1.48,39.91,54.51,742.28,0.0,52.36,17-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Dec-2018 - 00:00,123.36,46.33,103.28,57.12,15.33,1.39,47.05,226.67,379.5,1.86,18.64,14.31,1.33,43.81,54.36,742.1,0.0,45.39,18-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Dec-2018 - 00:00,117.9,21.35,80.07,57.13,14.04,1.5,42.49,202.42,336.04,1.73,14.06,15.18,2.3,39.44,49.76,742.0,0.0,49.94,19-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Dec-2018 - 00:00,112.42,22.12,77.79,50.92,10.72,1.23,35.61,204.25,330.17,1.48,7.87,14.64,1.69,46.78,51.12,742.0,0.0,49.77,20-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Dec-2018 - 00:00,140.13,82.78,141.84,55.71,11.49,2.2,47.45,260.04,417.54,2.21,20.16,12.67,1.03,45.62,55.3,742.0,0.0,47.85,21-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Dec-2018 - 00:00,138.72,66.75,128.06,67.49,9.35,2.16,33.13,288.38,434.0,2.31,15.29,12.56,1.29,47.27,56.35,742.0,0.0,48.32,22-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Dec-2018 - 00:00,142.42,81.52,142.04,63.32,13.04,2.33,36.01,329.58,466.67,2.23,12.25,12.14,0.93,111.48,58.4,741.99,0.0,48.27,23-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Dec-2018 - 00:00,111.18,57.55,105.93,66.49,6.26,2.19,38.07,348.79,473.0,2.0,9.05,11.96,0.84,132.32,62.26,742.0,0.0,46.28,24-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Dec-2018 - 00:00,147.18,66.37,132.24,61.6,12.94,2.29,40.98,368.96,522.62,2.57,28.08,12.95,1.48,85.62,58.84,742.0,0.0,44.25,25-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Dec-2018 - 00:00,99.43,27.67,75.38,56.56,6.07,1.7,41.87,271.67,386.17,1.91,14.2,13.29,2.16,46.81,57.04,742.0,0.0,47.69,26-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Dec-2018 - 00:00,97.64,26.26,73.28,46.34,7.97,1.36,33.36,234.52,330.83,1.48,5.9,12.19,1.39,64.94,54.9,741.81,0.0,48.48,27-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Dec-2018 - 00:00,101.09,38.25,84.87,53.82,12.75,1.54,36.89,256.62,372.25,1.71,11.51,12.92,1.24,99.96,52.49,742.0,0.0,46.32,28-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Dec-2018 - 00:00,96.91,19.74,67.59,61.39,10.33,1.33,31.11,256.0,369.92,1.43,6.96,11.73,2.06,46.32,55.9,742.0,0.0,44.8,29-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Dec-2018 - 00:00,122.06,55.32,109.9,48.36,11.26,1.34,32.77,242.5,359.71,1.69,9.72,11.55,1.58,32.93,53.68,742.0,0.0,47.89,30-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Dec-2018 - 00:00,140.16,87.65,152.05,60.99,10.51,2.81,35.33,333.5,468.71,2.37,28.39,11.52,0.8,80.83,58.94,742.25,0.0,45.44,31-Dec-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Dec-2018 - 00:00,207.6,223.5,292.1,68.2,8.75,5.5,6.45,504.0,622.0,3.1,54.95,7.0,0.3,151.0,71.5,742.0,0.0,7.0,01-Jan-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
